Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Geeta Colony,28.65010115,77.2759209,Domino's Pizza,28.652,77.278,Pizza Place
Geeta Colony,28.65010115,77.2759209,Durga bakery,28.65261154,77.27836599,Bakery
Jhilmil Colony,28.6698142,77.3072827,Jai Jawan,28.66711483,77.30433165,Indian Restaurant
Jhilmil Colony,28.6698142,77.3072827,Sutta Point,28.66750864,77.3035687,Asian Restaurant
Jhilmil Colony,28.6698142,77.3072827,"Khaaja Chowk, Ginger East",28.66653393,77.30393335,Indian Restaurant
Krishna Nagar,28.5637017,77.19340976,Kori's Cafe & Restro,28.562663,77.193627,Korean Restaurant
Krishna Nagar,28.5637017,77.19340976,Naga Diner,28.56198,77.1943,Northeast Indian Restaurant
Krishna Nagar,28.5637017,77.19340976,Scarlette,28.563148,77.190739,French Restaurant
Krishna Nagar,28.5637017,77.19340976,Al Kauser,28.56515743,77.19605487,Indian Restaurant
Krishna Nagar,28.5637017,77.19340976,Le Himalaya,28.560843,77.19325,Asian Restaurant
Krishna Nagar,28.5637017,77.19340976,Hornbill,28.5615654,77.19122314,North Indian Restaurant
Krishna Nagar,28.5637017,77.19340976,Tossin Pizza,28.562932,77.189509,Pizza Place
Laxmi Nagar,28.6303085,77.2775633,Fab and Feast,28.6309324,77.2742782,Indian Restaurant
Laxmi Nagar,28.6303085,77.2775633,Sushi,28.63253509,77.28015594,Sushi Restaurant
Laxmi Nagar,28.6303085,77.2775633,prasadam,28.63262899,77.28035996,South Indian Restaurant
Laxmi Nagar,28.6303085,77.2775633,Barakhamba Rd. Food Street,28.63102202,77.28138476,Snack Place
Laxmi Nagar,28.6303085,77.2775633,Shubham Eating Corner,28.63305283,77.28113556,Indian Restaurant
Laxmi Nagar,28.6303085,77.2775633,Uzbekk,28.628286,77.273215,Fast Food Restaurant
Mayur Vihar,28.6131071,77.2957221,Badnam Tea,28.61078481,77.29618013,Snack Place
Mayur Vihar,28.6131071,77.2957221,Tundey Kababi,28.61575239,77.29871597,Indian Restaurant
Mayur Vihar,28.6131071,77.2957221,Eat Out Chinese Van,28.61300224,77.29100169,Food Truck
Pandav Nagar,28.6501272,77.1532783,aaojee,28.653109,77.155854,Indian Restaurant
Pandav Nagar,28.6501272,77.1532783,Bihari Chay Wala Night Open,28.65374314,77.15528225,Café
Pandav Nagar,28.6501272,77.1532783,Salt n Pepper,28.650778,77.158287,Indian Restaurant
Patparganj,28.6115923,77.2905644,Neelgiri south indian restaurant,28.60843259,77.29293732,Indian Restaurant
Patparganj,28.6115923,77.2905644,Eat Out Chinese Van,28.61300224,77.29100169,Food Truck
Patparganj,28.6115923,77.2905644,Green Leaf Restaurant,28.61206547,77.28783131,Indian Restaurant
Patparganj,28.6115923,77.2905644,Sagar Ratna,28.60900198,77.29247165,Indian Restaurant
Patparganj,28.6115923,77.2905644,Hot Joint,28.60758379,77.29015449,Food Truck
Preet Vihar,28.6377532,77.2951746,Domino's Pizza,28.639,77.293,Pizza Place
Preet Vihar,28.6377532,77.2951746,Bercos,28.63935507,77.29120928,Chinese Restaurant
Preet Vihar,28.6377532,77.2951746,KFC,28.64205341,77.29601743,Fast Food Restaurant
Preet Vihar,28.6377532,77.2951746,Cafe 21,28.64186405,77.29595572,Café
Preet Vihar,28.6377532,77.2951746,Bobby Tikki Wala,28.64193554,77.29574814,Fast Food Restaurant
Anand Vihar,28.6256914,77.10194107,Om Sweets,28.62791929,77.10020022,Indian Restaurant
Anand Vihar,28.6256914,77.10194107,Domino's Pizza,28.62844366,77.09825457,Pizza Place
Anand Vihar,28.6256914,77.10194107,Om Sweets,28.62845757,77.0982787,Indian Restaurant
Anand Vihar,28.6256914,77.10194107,Peshori Chicken Soup,28.62327909,77.10201534,Soup Place
Anand Vihar,28.6256914,77.10194107,Kadimi,28.62849271,77.098231,Indian Sweet Shop
Anand Vihar,28.6256914,77.10194107,Chawla Chicken,28.62848216,77.09827009,Punjabi Restaurant
Shakarpur,28.62948875,77.28106073,Barakhamba Rd. Food Street,28.63102202,77.28138476,Snack Place
Shakarpur,28.62948875,77.28106073,Sushi,28.63253509,77.28015594,Sushi Restaurant
Shakarpur,28.62948875,77.28106073,prasadam,28.63262899,77.28035996,South Indian Restaurant
Shakarpur,28.62948875,77.28106073,Shubham Eating Corner,28.63305283,77.28113556,Indian Restaurant
Shakarpur,28.62948875,77.28106073,Chai & Thanda Cafe,28.63272055,77.28323078,Café
Shakarpur,28.62948875,77.28106073,Hira sweets,28.63337183,77.28162604,Diner
Shakarpur,28.62948875,77.28106073,Aahar Vihar,28.63339379,77.28223604,Indian Restaurant
Vasundhara Enclave,28.60172565,77.3211225,Domino's Pizza,28.601,77.323,Pizza Place
Vasundhara Enclave,28.60172565,77.3211225,New Chinese Food Corner,28.601169,77.322884,Indian Chinese Restaurant
Vasundhara Enclave,28.60172565,77.3211225,Kathi Junction,28.60061621,77.32033571,Snack Place
Vasundhara Enclave,28.60172565,77.3211225,Flavours Of South,28.599775,77.318214,South Indian Restaurant
Vivek Vihar,28.6691641,77.31226695,Urban Punjab,28.66824756,77.31226384,Indian Restaurant
Shahdara,28.6773038,77.2903467,New Shahi Food Corner,28.676237,77.29045,Dhaba
Shahdara,28.6773038,77.2903467,Halidrams,28.67591837,77.29012643,Vegetarian / Vegan Restaurant
Shahdara,28.6773038,77.2903467,Morning Corner,28.679894,77.287361,Breakfast Spot
Alaknanda,28.5293364,77.2516323,City Of Joy,28.53268476,77.25300336,Restaurant
Alaknanda,28.5293364,77.2516323,Qureshi's,28.52782957,77.24683745,BBQ Joint
Alaknanda,28.5293364,77.2516323,Qureshi Kabab,28.52775012,77.24696608,BBQ Joint
Alaknanda,28.5293364,77.2516323,Subway,28.52683321,77.25282112,New American Restaurant
Alaknanda,28.5293364,77.2516323,Nathu's Sweets,28.53323319,77.25013836,Indian Restaurant
Alaknanda,28.5293364,77.2516323,"Republic of Chicken, Alaknanda",28.52571179,77.25403339,Steakhouse
Alaknanda,28.5293364,77.2516323,Pizza Hut - Alaknanda,28.52793462,77.2470851,Pizza Place
Alaknanda,28.5293364,77.2516323,zaitoon,28.52791732,77.2468606,Middle Eastern Restaurant
Alaknanda,28.5293364,77.2516323,The Final Frontier,28.5277404,77.24687182,Indian Restaurant
Chhattarpur,28.5070073,77.1754171,Calcutta Puchkas Near Chattarpur Metro,28.506842,77.175964,Snack Place
Chhattarpur,28.5070073,77.1754171,Aggarwal Sweets,28.50590861,77.17462571,Indian Restaurant
Chhattarpur,28.5070073,77.1754171,Konomi @ Trident Gurgaon,28.50759822,77.17540074,Japanese Restaurant
Chhattarpur,28.5070073,77.1754171,Burger King,28.506844,77.175,Burger Joint
Chhattarpur,28.5070073,77.1754171,Bobby's Biryani,28.51060105,77.1777033,Fried Chicken Joint
Chittaranjan Park,28.5387523,77.24924935,Kolkata Biryani House,28.54034,77.248892,Fast Food Restaurant
Chittaranjan Park,28.5387523,77.24924935,Hotel Royal Castle Grand,28.54079801,77.24975109,Indian Restaurant
Chittaranjan Park,28.5387523,77.24924935,Flaming wok,28.5408368,77.24989933,Chinese Restaurant
Chittaranjan Park,28.5387523,77.24924935,Bunty Dhaba,28.539879,77.252077,Indian Restaurant
Chittaranjan Park,28.5387523,77.24924935,WOW Momo,28.54109144,77.24751728,Dim Sum Restaurant
Chittaranjan Park,28.5387523,77.24924935,Pizza Square,28.53915866,77.2529304,Pizza Place
Chittaranjan Park,28.5387523,77.24924935,Dadu Cutlet Shop,28.53647804,77.25339919,Fast Food Restaurant
Dayanand Colony,28.5621997,77.2476131,The Colony Bistro,28.56275785,77.24445099,Café
Dayanand Colony,28.5621997,77.2476131,Tibet Kitchen,28.56383375,77.24510965,Restaurant
Dayanand Colony,28.5621997,77.2476131,McDonald's,28.55857665,77.24696724,Fast Food Restaurant
Dayanand Colony,28.5621997,77.2476131,Kaka ji Chole Bhature,28.56424866,77.2465968,Fast Food Restaurant
Dayanand Colony,28.5621997,77.2476131,Gharua Exaj,28.55968151,77.24585592,Restaurant
Defence Colony,28.5717909,77.2320102,Sagar South Indian Restaurant,28.57339263,77.23029286,South Indian Restaurant
Defence Colony,28.5717909,77.2320102,Amici Cafe,28.57374778,77.23017769,Italian Restaurant
Defence Colony,28.5717909,77.2320102,Moets Stone,28.57323836,77.23053722,Italian Restaurant
Defence Colony,28.5717909,77.2320102,Swagath Restaurant & Bar,28.57348863,77.23018335,Indian Restaurant
Defence Colony,28.5717909,77.2320102,Brown sugar,28.57364648,77.23029156,Café
Defence Colony,28.5717909,77.2320102,Angels In My Kitchen,28.57402293,77.22985855,Bakery
Defence Colony,28.5717909,77.2320102,Colonel's Kababz,28.57400875,77.23048985,Indian Restaurant
Defence Colony,28.5717909,77.2320102,subway,28.57368468,77.23027956,Sandwich Place
Defence Colony,28.5717909,77.2320102,Defence Colony Bakery,28.57377443,77.23029696,Bakery
Defence Colony,28.5717909,77.2320102,Moets Sizzlers,28.5731367,77.23043087,Restaurant
Defence Colony,28.5717909,77.2320102,Kent's,28.5740913,77.23045545,Burger Joint
Defence Colony,28.5717909,77.2320102,Ca Va,28.57369933,77.23003257,Italian Restaurant
Defence Colony,28.5717909,77.2320102,Rollmaal,28.57306074,77.23043674,Indian Restaurant
Defence Colony,28.5717909,77.2320102,Au Bon Pain,28.57373294,77.23035253,Café
Defence Colony,28.5717909,77.2320102,Liquid Kitchen,28.57390699,77.230313,Indian Restaurant
Defence Colony,28.5717909,77.2320102,Little Dragon Chinese Van,28.57369132,77.22852814,Food Truck
Defence Colony,28.5717909,77.2320102,Yoko Sizzlers,28.575624,77.229576,Steakhouse
East of Kailash,28.5570322,77.24461392,Sanjha Chulha,28.55453085,77.2420515,Indian Restaurant
East of Kailash,28.5570322,77.24461392,McDonald's,28.55857665,77.24696724,Fast Food Restaurant
East of Kailash,28.5570322,77.24461392,Nirula,28.55751766,77.24522542,Hot Dog Joint
East of Kailash,28.5570322,77.24461392,Gharua Exaj,28.55968151,77.24585592,Restaurant
East of Kailash,28.5570322,77.24461392,Domino`s Pizza,28.55341564,77.24267364,Pizza Place
East of Kailash,28.5570322,77.24461392,Anupama,28.5535782,77.24229813,Snack Place
East of Kailash,28.5570322,77.24461392,City Cafe,28.55327579,77.24288777,Café
Friends Colony,28.5667513,77.2619181,Modern bazzar,28.56670049,77.26259751,Fast Food Restaurant
Friends Colony,28.5667513,77.2619181,Phoenix Restaurant,28.565489,77.26289,Diner
Friends Colony,28.5667513,77.2619181,The Phoenix - Mantra Amaltas,28.567176,77.26183534,Chinese Restaurant
Greater Kailash,28.5546327,77.2285698,Cafe turtle,28.55642514,77.23293877,Café
Greater Kailash,28.5546327,77.2285698,Ciro's Pomodoro,28.55686174,77.23277714,Italian Restaurant
Greater Kailash,28.5546327,77.2285698,Kasbah,28.55678574,77.23289092,Indian Restaurant
Greater Kailash,28.5546327,77.2285698,In the Punjab,28.55651435,77.23262995,Indian Restaurant
Greater Kailash,28.5546327,77.2285698,Zaffran,28.55685902,77.23300358,Indian Restaurant
Greater Kailash,28.5546327,77.2285698,Cuppa Mocha,28.55377679,77.22834289,Café
Greater Kailash,28.5546327,77.2285698,Bread & More,28.55650891,77.23286485,Bakery
Greater Kailash,28.5546327,77.2285698,Dim Cha,28.55633258,77.23277753,Dim Sum Restaurant
Greater Kailash,28.5546327,77.2285698,Le cafe,28.556891,77.232816,Café
Greater Kailash,28.5546327,77.2285698,Bohemia,28.55690003,77.23281121,Mediterranean Restaurant
Greater Kailash,28.5546327,77.2285698,Spago,28.55677865,77.2329347,Italian Restaurant
Green Park,28.5580022,77.2068211,Gung The Palace,28.55682747,77.20529819,Korean Restaurant
Green Park,28.5580022,77.2068211,Tamura,28.55815373,77.20635637,Japanese Restaurant
Green Park,28.5580022,77.2068211,Nagaland's Kitchen,28.55770614,77.20581286,Asian Restaurant
Green Park,28.5580022,77.2068211,Adyar Ananda Bhavan,28.55729329,77.20250249,Indian Restaurant
Green Park,28.5580022,77.2068211,Evergreen Sweets,28.55649695,77.20241127,Indian Restaurant
Green Park,28.5580022,77.2068211,Karnataka Restaurant,28.55926513,77.20695889,Indian Restaurant
Green Park,28.5580022,77.2068211,Mad Over Donuts,28.55857401,77.20213586,Donut Shop
Green Park,28.5580022,77.2068211,Domino's Pizza,28.5566264,77.20247306,Pizza Place
Green Park,28.5580022,77.2068211,caf coffee day,28.55824144,77.20283424,Café
Green Park,28.5580022,77.2068211,Rosang Cafe & Store,28.55798353,77.20594264,Indian Restaurant
Green Park,28.5580022,77.2068211,Pizza Hut,28.55627297,77.20220549,Pizza Place
Green Park,28.5580022,77.2068211,Madhuvan Chinese Fast Food,28.55830564,77.20763263,Chinese Restaurant
Green Park,28.5580022,77.2068211,Hong Kong Restaurant,28.55788646,77.20790213,Chinese Restaurant
Green Park,28.5580022,77.2068211,Drums of Heaven,28.55798023,77.20603285,Chinese Restaurant
Green Park,28.5580022,77.2068211,Nirula's yusuf sarai,28.55768756,77.20777791,Fast Food Restaurant
Green Park,28.5580022,77.2068211,Flaming Wok,28.55798052,77.20752596,Chinese Restaurant
Green Park,28.5580022,77.2068211,Twenty Ten,28.55830564,77.20633567,Indian Restaurant
Green Park,28.5580022,77.2068211,Say Cheese,28.55793809,77.2073126,Fast Food Restaurant
Green Park,28.5580022,77.2068211,Nirulas,28.557771,77.209191,Indian Restaurant
Green Park,28.5580022,77.2068211,Gupta Tea Stall,28.56032517,77.20845236,Breakfast Spot
Green Park,28.5580022,77.2068211,Junction,28.554196,77.206087,Bistro
Green Park,28.5580022,77.2068211,A2B Restaurant,28.55732289,77.20243345,Indian Restaurant
Green Park,28.5580022,77.2068211,Hot Box,28.56024803,77.21058024,Café
Green Park,28.5580022,77.2068211,Madras Cafe,28.55654778,77.2024494,Indian Restaurant
Gulmohar Park,28.5571011,77.2130055,Nirulas,28.557771,77.209191,Indian Restaurant
Gulmohar Park,28.5571011,77.2130055,Hot Box,28.56024803,77.21058024,Café
Gulmohar Park,28.5571011,77.2130055,Angeethi,28.55331433,77.21253633,Indian Restaurant
Gulmohar Park,28.5571011,77.2130055,Sasha's Haven,28.55410594,77.2092104,Fried Chicken Joint
Hauz Khas,28.5442564,77.2067072,Golden Dragon,28.54378,77.20854269,Chinese Restaurant
Hauz Khas,28.5442564,77.2067072,Healthy Treat,28.54166573,77.20423222,Sandwich Place
Hauz Khas,28.5442564,77.2067072,The Kettle Drum,28.54720008,77.20949665,Café
Hauz Khas,28.5442564,77.2067072,Kebab Gali,28.54173236,77.21026021,Mughlai Restaurant
Hauz Khas,28.5442564,77.2067072,AlaTurka,28.54095272,77.20946296,Doner Restaurant
Hauz Khas,28.5442564,77.2067072,Urban Kathi,28.541312,77.210231,Indian Restaurant
Hauz Khas Village,28.55385485,77.19471276,Coast Cafe,28.55477945,77.19521437,Café
Hauz Khas Village,28.55385485,77.19471276,Imperfecto,28.55465746,77.19509179,Mediterranean Restaurant
Hauz Khas Village,28.55385485,77.19471276,Naivedyam,28.55498712,77.19510434,South Indian Restaurant
Hauz Khas Village,28.55385485,77.19471276,Yeti - The Himalayan Kitchen,28.55365646,77.19426149,Tibetan Restaurant
Hauz Khas Village,28.55385485,77.19471276,The Golconda Bowl,28.55497165,77.19414702,Indian Restaurant
Hauz Khas Village,28.55385485,77.19471276,Fork You,28.55399657,77.19445468,American Restaurant
Hauz Khas Village,28.55385485,77.19471276,Ogaan Coast Café,28.5547708,77.19519191,Indian Restaurant
Hauz Khas Village,28.55385485,77.19471276,Cafe Ziro,28.55513904,77.19462455,Café
Hauz Khas Village,28.55385485,77.19471276,Kaffeine,28.55368816,77.19429344,Tapas Restaurant
Hauz Khas Village,28.55385485,77.19471276,L'opera,28.55443108,77.19448824,Bakery
Hauz Khas Village,28.55385485,77.19471276,Iron Curtain,28.55450174,77.19401836,Restaurant
Hauz Khas Village,28.55385485,77.19471276,The Project,28.55571965,77.19549336,Italian Restaurant
Hauz Khas Village,28.55385485,77.19471276,The Garage,28.55385639,77.19478226,Restaurant
Hauz Khas Village,28.55385485,77.19471276,Zo,28.55516308,77.19465732,Mediterranean Restaurant
Hauz Khas Village,28.55385485,77.19471276,Bohéme,28.55493108,77.19420187,Scandinavian Restaurant
Hauz Khas Village,28.55385485,77.19471276,Moonshine Cafe & Bar,28.55389824,77.19439594,Café
Hauz Khas Village,28.55385485,77.19471276,Masha,28.55403055,77.19491959,Turkish Restaurant
Hauz Khas Village,28.55385485,77.19471276,Raas,28.55412692,77.19438017,Indian Restaurant
Hauz Khas Village,28.55385485,77.19471276,Flipside Cafe,28.55454734,77.19454058,Café
Hauz Khas Village,28.55385485,77.19471276,Thadi,28.55454594,77.19406519,Café
Hauz Khas Village,28.55385485,77.19471276,The Leaky Cauldron,28.55471362,77.19405026,Restaurant
Hauz Khas Village,28.55385485,77.19471276,Fat Ninja,28.5543489,77.19464547,Asian Restaurant
Hauz Khas Village,28.55385485,77.19471276,Garage Inc.,28.55383588,77.19489557,American Restaurant
Hauz Khas Village,28.55385485,77.19471276,Bagels Cafe,28.55376883,77.1943458,Bagel Shop
Hauz Khas Village,28.55385485,77.19471276,Pizzeria Rossa,28.55440893,77.19477202,Italian Restaurant
Hauz Khas Village,28.55385485,77.19471276,Park Baluchi,28.55591597,77.19522383,Indian Restaurant
Hauz Khas Village,28.55385485,77.19471276,The Pink Room,28.55421458,77.19451162,Restaurant
Hauz Khas Village,28.55385485,77.19471276,Gunpowder,28.55496305,77.19414903,Indian Restaurant
Hauz Khas Village,28.55385485,77.19471276,Dzukou,28.55459096,77.19405587,Asian Restaurant
Hauz Khas Village,28.55385485,77.19471276,The 1970s cafe,28.55491198,77.19507222,Italian Restaurant
Hauz Khas Village,28.55385485,77.19471276,Faarsi,28.55439323,77.19468477,Mediterranean Restaurant
Hauz Khas Village,28.55385485,77.19471276,The food mill,28.55478762,77.19558881,Restaurant
Hauz Khas Village,28.55385485,77.19471276,Lah !,28.55466988,77.19478585,Asian Restaurant
Hauz Khas Village,28.55385485,77.19471276,Wow Momo,28.55418537,77.19522944,Dumpling Restaurant
Hauz Khas Village,28.55385485,77.19471276,The Toddy Shop,28.55456446,77.19514522,Indian Restaurant
Hauz Khas Village,28.55385485,77.19471276,Roost Bistro,28.55441691,77.19504414,Restaurant
Hauz Khas Village,28.55385485,77.19471276,Social Chhat,28.554399,77.193913,Indian Restaurant
Hauz Khas Village,28.55385485,77.19471276,Azure Cafe & Kitchen,28.55470203,77.19439279,Café
Hauz Khas Village,28.55385485,77.19471276,khalista,28.55454132,77.19411203,Italian Restaurant
Hauz Khas Village,28.55385485,77.19471276,Lópéra,28.55407737,77.19449947,Bakery
Hauz Khas Village,28.55385485,77.19471276,Maquina,28.55392912,77.19440545,Mexican Restaurant
Hauz Khas Village,28.55385485,77.19471276,De Villa Restaurant & Bar,28.55435261,77.19453878,Italian Restaurant
Hauz Khas Village,28.55385485,77.19471276,New York Slice,28.55377764,77.19437032,Fast Food Restaurant
Jangpura,28.58245705,77.24150007,McDonald's,28.58130129,77.24183006,Fast Food Restaurant
Jangpura,28.58245705,77.24150007,Chi Kitchen & Bar,28.58138063,77.24199991,Chinese Restaurant
Jangpura,28.58245705,77.24150007,Barbeque Nation,28.58129432,77.24202919,BBQ Joint
Jangpura,28.58245705,77.24150007,Subway,28.58281489,77.24487369,Sandwich Place
Jangpura,28.58245705,77.24150007,Mughal Restaurant,28.58128118,77.24270714,Food
Jangpura,28.58245705,77.24150007,Hawkers House,28.5811154,77.24102326,Sandwich Place
Jangpura,28.58245705,77.24150007,Arab Street,28.58020582,77.24238159,Snack Place
Jangpura,28.58245705,77.24150007,Novelty,28.58384984,77.24370622,Fast Food Restaurant
Jasola,28.5422327,77.2943856,BTW,28.54124571,77.29693397,Indian Restaurant
Jasola,28.5422327,77.2943856,Al Bake,28.54086212,77.29706656,Indian Restaurant
Jasola,28.5422327,77.2943856,Open Oven,28.5414165,77.29555738,Bakery
Jasola,28.5422327,77.2943856,Southy Sarita Vihar,28.54064478,77.29724609,Fast Food Restaurant
Jor Bagh,28.5865942,77.2125637,Joint,28.58814981,77.21454394,Sushi Restaurant
Jor Bagh,28.5865942,77.2125637,Barista Lavazza,28.58973785,77.20993458,Café
Kailash Colony,28.5530522,77.2429694,The Big Chill Cafe,28.55272789,77.24192323,Italian Restaurant
Kailash Colony,28.5530522,77.2429694,Maxims,28.55284928,77.24206545,Bakery
Kailash Colony,28.5530522,77.2429694,Sanjha Chulha,28.55453085,77.2420515,Indian Restaurant
Kailash Colony,28.5530522,77.2429694,Domino`s Pizza,28.55341564,77.24267364,Pizza Place
Kailash Colony,28.5530522,77.2429694,Anupama,28.5535782,77.24229813,Snack Place
Kailash Colony,28.5530522,77.2429694,Cafe 27,28.55335576,77.24075945,Afghan Restaurant
Kailash Colony,28.5530522,77.2429694,Alkousur's,28.55309733,77.24750044,Indian Restaurant
Khanpur,28.5127982,77.2323949,kareem's,28.51416345,77.23267649,Indian Restaurant
Khanpur,28.5127982,77.2323949,chickens of ludhiana,28.50992711,77.23240614,Indian Restaurant
Khanpur,28.5127982,77.2323949,Art Chilli,28.508975,77.231428,Chinese Restaurant
Khirki Village,28.5298852,77.2180771,The Big Chill Cafe,28.52820114,77.2177481,Restaurant
Khirki Village,28.5298852,77.2180771,Khan Chacha,28.52817038,77.21920724,Indian Restaurant
Khirki Village,28.5298852,77.2180771,Mamagoto,28.52875619,77.21945028,Thai Restaurant
Khirki Village,28.5298852,77.2180771,PaPaYa,28.52842656,77.21835559,Asian Restaurant
Khirki Village,28.5298852,77.2180771,MySquare,28.5294496,77.21936622,Comfort Food Restaurant
Khirki Village,28.5298852,77.2180771,YUM YUM CHA,28.52872519,77.21953637,Japanese Restaurant
Khirki Village,28.5298852,77.2180771,Mahabelly,28.5273031,77.2167995,Restaurant
Khirki Village,28.5298852,77.2180771,Bercos,28.52947855,77.22015117,Chinese Restaurant
Khirki Village,28.5298852,77.2180771,Hard Rock Cafe New Delhi,28.5272184,77.217124,American Restaurant
Khirki Village,28.5298852,77.2180771,Burma Burma,28.532334,77.219184,Burmese Restaurant
Khirki Village,28.5298852,77.2180771,Cafe Delhi Heights,28.52816712,77.2165829,American Restaurant
Khirki Village,28.5298852,77.2180771,Cinnabon,28.52805036,77.21694781,Bakery
Khirki Village,28.5298852,77.2180771,Rajdhani Thali,28.52767197,77.21708154,Asian Restaurant
Khirki Village,28.5298852,77.2180771,Dakshin,28.52667044,77.21608103,Indian Restaurant
Khirki Village,28.5298852,77.2180771,TGI Friday's,28.52846344,77.21617818,American Restaurant
Khirki Village,28.5298852,77.2180771,"Baywatch, Sheraton Saket",28.52667516,77.21596256,Café
Khirki Village,28.5298852,77.2180771,Mad Over Donuts,28.5294408,77.21941441,Donut Shop
Khirki Village,28.5298852,77.2180771,Smoke House Deli,28.5280443,77.21689335,Café
Khirki Village,28.5298852,77.2180771,Johnny Rockets,28.52874764,77.21948441,Burger Joint
Khirki Village,28.5298852,77.2180771,Dunkin',28.52797652,77.21694229,Donut Shop
Khirki Village,28.5298852,77.2180771,Costa Coffee,28.52799075,77.21699071,Café
Khirki Village,28.5298852,77.2180771,The Monk,28.52778927,77.21719899,Chinese Restaurant
Khirki Village,28.5298852,77.2180771,Joy Luck Moon,28.52872418,77.21950572,Chinese Restaurant
Khirki Village,28.5298852,77.2180771,The Punjab Grill,28.52864589,77.21918567,Indian Restaurant
Khirki Village,28.5298852,77.2180771,KFC,28.52829315,77.21931511,Fast Food Restaurant
Khirki Village,28.5298852,77.2180771,Cafe Ludus,28.52920298,77.22030001,Café
Khirki Village,28.5298852,77.2180771,Burger King India,28.52914972,77.21940176,Burger Joint
Khirki Village,28.5298852,77.2180771,Krispy Kreme,28.52910073,77.21946249,Donut Shop
Khirki Village,28.5298852,77.2180771,Johnny Rockets,28.52883,77.21948436,Burger Joint
Khirki Village,28.5298852,77.2180771,The Great Kabab Factory,28.52939305,77.22036154,Steakhouse
Khirki Village,28.5298852,77.2180771,Barbeque Nation Saket,28.52740574,77.21718491,Indian Restaurant
Khirki Village,28.5298852,77.2180771,Carl's Jr.,28.5280591,77.21888927,Fast Food Restaurant
Khirki Village,28.5298852,77.2180771,Chili's Grill & Bar,28.52846207,77.21591256,Tex-Mex Restaurant
Khirki Village,28.5298852,77.2180771,Spice Market,28.52802712,77.21883367,Indian Restaurant
Khirki Village,28.5298852,77.2180771,Gulati Spice Market,28.52792587,77.21855778,Indian Restaurant
Khirki Village,28.5298852,77.2180771,Sattvik,28.52902799,77.21947781,Indian Restaurant
Khirki Village,28.5298852,77.2180771,Dhaba by Claridges,28.52783558,77.21716088,Indian Restaurant
Khirki Village,28.5298852,77.2180771,Pan Asian,28.52690815,77.21608369,Chinese Restaurant
Khirki Village,28.5298852,77.2180771,Sushiya,28.52872899,77.21948781,Japanese Restaurant
Khirki Village,28.5298852,77.2180771,Food Court,28.52948431,77.21937859,Food Court
Khirki Village,28.5298852,77.2180771,Chicago Pizza,28.52856596,77.21917303,Pizza Place
Khirki Village,28.5298852,77.2180771,IHOP,28.528494,77.219103,American Restaurant
Khirki Village,28.5298852,77.2180771,Bistro 4u,28.52902264,77.2193833,Italian Restaurant
Khirki Village,28.5298852,77.2180771,Fat Lulu's,28.52946452,77.2195012,Pizza Place
Khirki Village,28.5298852,77.2180771,Food Chowk,28.52817242,77.21694681,Food Truck
Khirki Village,28.5298852,77.2180771,India Grill,28.52791424,77.21749,Food
Khirki Village,28.5298852,77.2180771,Food Court,28.52809965,77.21690189,Indian Restaurant
Khirki Village,28.5298852,77.2180771,Yo China Cafe,28.52801308,77.21689439,Café
Khirki Village,28.5298852,77.2180771,Foodchwk Dlf Place,28.52793771,77.21708042,Restaurant
Khirki Village,28.5298852,77.2180771,Dhaba,28.52765919,77.21721067,Indian Restaurant
Khirki Village,28.5298852,77.2180771,Barbeque Nation,28.52758447,77.21728365,BBQ Joint
Khirki Village,28.5298852,77.2180771,Kausstubh,28.52757992,77.21721067,Indian Restaurant
Khirki Village,28.5298852,77.2180771,Fast trax,28.53247391,77.21866471,Burger Joint
Khirki Village,28.5298852,77.2180771,CremeBrew,28.53252782,77.21882752,Café
Khirki Village,28.5298852,77.2180771,Parathe Hi Parathe,28.5325649,77.21870962,Indian Restaurant
Khirki Village,28.5298852,77.2180771,Mosaic,28.52729782,77.22089907,Restaurant
Lajpat Nagar,28.5654623,77.2456272,Pind Balluchi,28.5677055,77.24689261,Restaurant
Lajpat Nagar,28.5654623,77.2456272,The Colony Bistro,28.56275785,77.24445099,Café
Lajpat Nagar,28.5654623,77.2456272,Domino's Pizza,28.5672708,77.24659119,Pizza Place
Lajpat Nagar,28.5654623,77.2456272,Mad Over Donuts,28.56730762,77.24677641,Donut Shop
Lajpat Nagar,28.5654623,77.2456272,Costa Coffee,28.56720072,77.24477592,Café
Lajpat Nagar,28.5654623,77.2456272,Dunkin',28.56904914,77.24376797,Donut Shop
Lajpat Nagar,28.5654623,77.2456272,Tibet Kitchen,28.56383375,77.24510965,Restaurant
Lajpat Nagar,28.5654623,77.2456272,Kaka ji Chole Bhature,28.56424866,77.2465968,Fast Food Restaurant
Lajpat Nagar,28.5654623,77.2456272,Beliram Decchiwala,28.56891632,77.24746943,Indian Restaurant
Lodi Colony,28.59070215,77.22092057,The All American Diner,28.58925058,77.2255863,Diner
Lodi Colony,28.59070215,77.22092057,Oriental Octopus At Habitat,28.58923244,77.22568297,Chinese Restaurant
Lodi Colony,28.59070215,77.22092057,Eatopia,28.58998253,77.22550008,Food Court
Lodi Colony,28.59070215,77.22092057,Garden Chef,28.59016049,77.21912506,Chinese Restaurant
